Plazo_Renovado,FLAG_VENTA,Nro_Entidades,Dif_Entidades,Meses_oferta,EDAD,Flag_LimProv,Uso_Linea_LOG,Uso_TrimLinea_LOG,Saldo_Consumo_LOG,SUELDO_ESTIMADO_LOG,ANTIGUEDAD_MES_LOG,Linea_Renovado_LOG,Ahorro_LOG,Prestamo_vigente_LOG,Promed_6Mdeuda_LOG,Deuda_Cubierta_LOG,REGION_CALLAO,REGION_CENTRO,REGION_LIMA BALNEARIO,REGION_LIMA CENTRO,REGION_LIMA ESTE,REGION_LIMA MODERNA,REGION_LIMA NORTE,REGION_LIMA PROVINCIA,REGION_LIMA SUR,REGION_NORTE,REGION_OESTE,REGION_ORIENTE,REGION_SIERRA CENTRAL,REGION_SUR,SEXO_F,SEXO_M,EST_CIVIL_C,EST_CIVIL_D,EST_CIVIL_S,EST_CIVIL_U,EST_CIVIL_V,EST_CIVIL_X,EST_CIVIL_Y,Cluster
36,0,5,0,3.0,32.0,0,0.4134670073472224,0.0,9.592160118934709,8.182279739259018,4.532599493153256,9.47378098005493,5.159055299214529,8.569595870209286,7.3910041347723014,0.7540917511873002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
24,0,1,-1,15.0,40.0,1,0.0,0.0,9.890915352586086,8.475328987317539,4.727387818712341,10.571342565808699,9.237663667625073,9.94208307029549,10.562371046978319,0.40971406847757785,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
36,0,3,1,11.0,58.0,1,0.030046062151927566,0.0,10.049446341690528,8.670429167315095,5.204006687076795,9.907130907450927,7.96032362914884,9.34005197849784,10.820078239419281,0.7668389947033619,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
48,0,3,-1,20.0,35.0,0,0.08976929436073351,0.048609176693041975,8.271844930113835,7.686162303492906,4.51085950651685,8.962007209588313,5.605802066295998,8.087025470667701,5.41610040220442,0.40641798730787976,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
36,0,1,-1,6.0,31.0,0,0.19628258865485262,0.007565828477804826,9.24715048966978,8.039157390473237,3.6888794541139363,9.768698226187489,6.222576268071369,9.277999020449997,9.58469313839172,0.4659811750131202,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2
36,0,1,0,20.0,40.0,0,0.05506328260281684,0.042158171542608515,7.88209602710066,7.693937325509272,4.941642422609304,8.556606193773073,5.272999558563747,7.888709524182015,7.520505522470053,0.4116532553035101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
36,0,4,-1,9.0,54.0,0,0.11022207908470602,0.0,9.73724168663072,8.128936171225398,5.484796933490655,10.554535882074735,8.899048433885268,9.5078490052457,13.213595860693097,0.3657605445848363,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2
24,0,2,0,20.0,34.0,0,0.013017898281283219,0.0,9.056719385170137,7.745435610274381,4.820281565605037,9.87822102528824,0.0,9.08239335764556,3.7796338173824005,0.364463930868978,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
24,0,1,-1,20.0,62.0,1,0.0,0.0,9.353627398283788,9.181632207839439,5.5909869805108565,10.165890277802454,8.822764296703758,9.413689295962213,10.283349911897298,0.3672999976103058,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
36,0,2,0,15.0,46.0,1,0.49725090273869216,0.49695953231936585,11.413711354736254,10.771637909082347,5.288267030694535,10.571342565808699,8.72729202920964,9.969228475498804,9.380968830179091,1.200533898060088,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
18,0,2,-1,18.0,36.0,1,0.0,0.0,8.98438411872195,7.039660349862076,4.31748811353631,9.472781556562168,0.6931471805599453,8.593227877692236,9.075016898304646,0.4784546931953884,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
36,0,2,1,6.0,32.0,0,0.17854192296860713,0.0,9.324655178049099,8.164510268747042,4.442651256490317,9.65509029374725,5.872117789475416,8.782322859397507,10.14878390849147,0.5415053509344464,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
36,0,1,0,11.0,34.0,1,0.377865039627874,0.43069936260195857,8.217592372050927,7.87359778968554,4.3694478524670215,9.116139576577355,5.66988092298052,7.864419904994565,5.983936280687191,0.3415272953980416,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
24,0,1,0,15.0,65.0,1,0.039262832843106714,0.1325936197975162,7.103058869999261,7.645397699428633,5.342334251964811,7.8636512654486515,0.0,7.170119543449628,5.8111409929767,0.3833449173351931,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
24,0,3,0,21.0,42.0,1,0.12415822642978436,0.024653587438656272,9.605216952293496,9.231906149890744,4.859812404361672,9.735128070758227,9.460787757817737,8.300280189852664,11.2086080109121,0.6302957687860201,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
36,0,1,0,21.0,31.0,0,0.0,0.0,9.521527034525823,8.886962034866128,4.02535169073515,10.451059677269122,6.980075940561763,9.558600006313569,10.375104463180836,0.33269367828112884,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
48,0,1,0,11.0,35.0,0,0.0,0.0,9.715958460034186,8.728102205062104,4.564348191467836,10.789133492695576,6.714170529909472,9.731927878386204,10.25025777279717,0.294091736595259,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
48,0,3,0,21.0,32.0,0,0.3302572492494824,0.1535919523395503,10.416200094950879,9.36142922633904,3.295836866004329,11.082157933374816,7.175489713624222,10.272461552061877,8.725859112330385,0.41460520982423693,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
12,0,4,0,11.0,32.0,1,0.18411744322413476,0.0,9.118818108948151,8.131824785007195,4.532599493153256,7.353081920515432,8.452334619067742,0.0,8.083842879612881,1.9240997360771783,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
30,0,4,-1,9.0,41.0,0,0.17278786474692273,0.11869072470307693,8.736084514810095,7.992944547318106,5.231108616854587,9.494466128225186,3.970291913552122,8.108021221376747,7.80499909780016,0.38416179534661193,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
48,0,1,0,20.41827488484485,55.0,0,0.24137631957526948,0.1831545430978465,8.803798184025723,7.710653323501202,5.3981627015177525,9.262078567380597,5.10594547390058,8.745125259462244,7.886832998955057,0.49001150508483504,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
36,0,1,1,14.417628776087106,47.0,0,0.04463487623928529,0.20180877487675344,9.43848579305699,7.942099232231449,3.4965075614664802,9.844321241866913,0.0,9.300455261418444,7.939871576361883,0.5106668111559357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
24,0,0,0,13.0,65.0,0,0.08754138121287164,0.19997916911464977,9.032307007698005,9.171287644712482,5.159055299214529,10.165890277802454,9.70430463866676,0.0,11.975052320600042,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
36,0,2,-1,21.0,60.0,0,0.18193725713967193,0.1432845156749822,6.621392336096254,8.412054873292933,4.1588830833596715,9.86817120740856,4.890349128221754,0.0,10.164331431033164,0.03811336950531652,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
48,0,2,0,12.289787378396413,34.0,1,0.4227691918056807,0.0,10.139091154008828,8.648572269472618,4.890349128221754,9.936487030799237,5.5093883366279774,9.46086560003161,10.403469596519885,0.7995771241757919,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
36,0,0,1,18.0,53.0,1,0.0,0.0,9.032307007698005,8.059592328887545,4.68213122712422,9.691901950055648,8.0861025356691,0.0,8.894670262984233,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
36,0,2,0,11.0,39.0,0,0.0036025219665903434,0.07722782131081997,9.46856299475079,7.899153483343097,4.0943445622221,10.295428283824405,3.4965075614664802,9.338293736286644,7.516433302915632,0.3628352303513927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2
12,0,2,-1,11.0,64.0,0,0.0,0.0,9.178642253027606,8.584290934948731,5.556828061699537,7.8636512654486515,0.0,7.141245122350491,5.976985225843148,1.5530305106316478,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
36,0,3,-2,6.0,58.0,1,0.05065699199011098,0.35444686361022293,9.199233923076017,8.209580483475577,5.308267697401205,9.521568058002977,0.0,8.32117830749028,0.0,0.5448994605997319,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
36,0,2,0,20.0,61.0,0,0.17565773611168953,0.0,9.476701254699273,7.865341493263464,3.6109179126442243,10.026633957357836,0.0,9.405578154036684,10.065861471520387,0.45550465021000947,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2
36,0,1,0,6.0,36.0,0,0.25166057173221074,0.05303578861626106,9.344573143576955,7.919356190660617,5.153291594497779,9.846864289595038,3.8918202981106265,9.353574540062091,6.242871563046963,0.47319914314844025,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2
36,0,2,2,21.0,45.0,0,0.017962700374172524,0.0,8.549617786261287,8.971575439759016,5.1647859739235145,9.87822102528824,1.0986122886681096,8.48590890137647,1.6094379124341003,0.234921122637334,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
24,0,3,-1,21.0,50.0,0,0.2006194986528606,0.1710037808997567,7.842325910763905,8.382518288089635,4.02535169073515,9.472781556562168,7.1731917424865985,7.792761720816526,8.221120459899995,0.17879701957005462,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
48,0,3,0,21.0,48.0,0,0.07424257909330331,0.07736620142438581,9.98092810831636,9.184509611941662,5.231108616854587,11.020283511637867,8.347827345782498,9.885781725417196,10.616282119666565,0.30282089994456635,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2
12,0,1,-1,6.0,41.0,1,0.16970412783851727,0.03916872795700843,6.9662600083547,8.452121194672523,5.176149732573829,7.576097340623111,6.60934924316738,7.0587581525186645,9.733331692838625,0.4338614226248696,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
48,0,3,0,6.0,48.0,0,0.0,0.0,10.27608471254738,8.216088098632316,5.342334251964811,9.656819456174961,6.054439346269371,9.01724094201035,10.101114985742356,1.04998911055573,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
36,0,2,-1,6.0,32.0,0,0.05464915717588439,0.0,9.152579894579397,8.894258825002703,4.343805421853684,9.521568058002977,7.932362154339751,9.00724451596575,9.32405588691924,0.5255625006105389,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
12,0,0,1,15.0,42.0,1,0.0,0.0,9.032307007698005,3.6375861597263857,4.477336814478207,8.736168065858228,9.036938912556787,8.021584533455107,10.302269265430876,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
36,0,2,0,20.0,58.0,1,0.0011253665374746096,0.0036423585510281693,10.895154551937296,9.573941275985648,5.204006687076795,10.01274546347265,9.805654192187365,10.91982269458584,9.846326197338913,1.2286985870978784,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
24,0,1,1,18.0,47.0,0,0.0,0.0,9.422103410214008,8.967249182852276,4.897839799950911,10.165890277802454,7.134890851565884,9.48311183169221,7.630623060829378,0.3888545806360283,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2
36,0,1,0,21.0,49.0,1,0.11465519434390672,0.1268771526005969,8.000721659463421,8.542470998600505,5.497168225293202,9.87822102528824,3.7376696182833684,8.213381737034572,6.243519440621275,0.14230479354352027,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
36,0,2,0,21.0,35.0,0,0.19045977287045404,0.13700811664236934,9.004621623172188,8.290292591224315,4.9344739331306915,10.166236358442697,6.436150368369428,8.9142228207033,10.025107661645949,0.27227879879269,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
60,0,3,0,15.0,58.0,1,0.19688170812528433,0.0,11.026434503559205,8.517393171418904,5.313205979041787,11.51293546492023,9.917143878983614,9.756320761816548,12.068876450283966,0.4791919123885462,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
48,0,1,0,18.0,36.0,1,0.0021603226092365233,0.09104687121578114,11.360152069584506,9.592263871501313,5.003946305945459,10.049361215025671,6.785587645007929,11.373996675426842,10.230931057190716,1.549522289218747,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
36,0,7,0,15.0,53.0,1,0.4106609198034264,0.11452974945489162,12.146458778354122,10.193728847382832,5.3706380281276624,11.418625774449598,9.035986984831405,10.769684270598214,10.404394144858118,1.1218729822426616,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
48,0,2,0,15.0,48.0,1,0.00722185948297995,0.0,6.9127229197976465,8.280204233279974,5.493061443340548,9.629774129311743,0.0,7.078341579557671,10.969352795244081,0.06391989232622032,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
24,0,3,0,21.0,39.0,1,0.0,0.0,8.814578534501353,8.290292591224315,4.770684624465665,9.404672841436273,5.153291594497779,8.517992871586802,8.36065633359601,0.440985393371862,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
24,0,2,0,21.0,35.0,1,0.10997485320857175,0.0,8.009572426599158,8.687948111838727,4.51085950651685,10.165890277802454,6.82001636467413,8.01829613851552,7.912484147074073,0.10949635128677823,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
36,1,3,0,6.0,45.0,0,0.38728009177362993,0.47425769287240255,9.6426778291433,8.080856419640986,5.303304908059076,9.933337574505014,7.306531398939505,9.331318298529085,10.043481351943411,0.5583332515514148,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2
18,0,1,0,11.0,33.0,0,0.0,0.0,7.566962976112518,8.291797105048733,4.584967478670572,8.268988209506656,6.5638555265321274,7.581209826196346,6.841793522592254,0.40242783358953127,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
24,0,2,0,16.0,37.0,0,0.11088999984364095,0.0,7.863616662773861,9.432283202713874,4.382026634673881,10.389026137075234,8.317766166719343,0.0,8.869116865929483,0.07695826335449252,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
36,0,3,-1,11.858912128419856,44.0,0,0.23704487857268608,0.0,8.872227790725036,7.9269635448629785,5.342334251964811,9.116139576577355,6.405228458030842,8.036249942132116,9.015642544073675,0.578595667904237,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
36,0,2,0,15.0,35.0,0,0.017601869537676357,0.08183530351654862,9.36206525479267,8.425077902508432,3.58351893845611,10.060534035475412,7.31986492980897,9.309823650461134,8.230621613070904,0.40367951488500897,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2
36,0,1,0,6.0,34.0,0,0.025437421787690775,0.020968860642454085,7.5318202983546385,7.840312983320164,4.174387269895637,9.809231816610408,5.926926025970411,7.601901959875166,7.000638272825084,0.097580328338864,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
24,0,0,0,20.0,37.0,1,0.1789908892295348,0.15059673920689753,9.032307007698005,8.328692583545568,4.418840607796598,10.358821607797427,6.981934677156389,9.374497958142467,8.159660737063376,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
24,0,1,0,20.0,35.0,0,0.020952393751836402,0.21794504761798272,9.320086755638528,6.716594773520978,4.442651256490317,10.165890277802454,2.639057329615259,9.342858751676328,10.465509965938235,0.35710785022128455,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2
18,0,2,1,21.0,36.0,0,0.05731184651299844,0.0,7.760709966453698,9.735660441892627,4.48863636973214,8.875007486048396,9.386979145634639,0.0,9.721015984691078,0.2837124539313,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
24,0,4,-1,18.0,46.0,1,0.34077866491955494,0.3407487933884732,11.40522710757764,8.882522180848635,5.501258210544727,11.201715434787568,9.764972332679383,0.0,10.331485761703794,0.8000714728814529,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
36,0,2,-1,21.0,54.0,1,0.015595751574528388,0.0,9.387503647683927,8.61794309451638,5.3981627015177525,10.31214755154081,6.7580945044277305,9.392328539868899,10.18575499241209,0.33407794401748137,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
36,0,1,0,11.0,52.0,0,0.0,0.0,8.902243324781788,7.740547003721995,2.995732273553991,9.472781556562168,0.0,8.918917979908679,10.953941977090986,0.44800530567178776,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
36,0,1,0,11.0,52.0,0,0.12780437230012395,0.16203993356546292,8.929214096583436,8.399984990510696,5.3981627015177525,9.87822102528824,5.948034989180646,8.976135873302548,6.061845342316383,0.3272101902744819,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
36,0,3,4,6.0,59.0,1,0.3264226222681727,0.5501580614470853,10.508058678090539,8.476537849675303,5.537334267018537,10.336567827677266,0.6931471805599453,9.259416209622776,0.9162907318741551,0.7825673208152728,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
36,0,2,0,11.0,59.0,1,0.0657081493557277,0.0,10.239713687448228,8.834191318202071,5.68697535633982,10.725489582719506,9.870499376709148,10.183351644059842,9.900349299868434,0.47946559829543045,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
36,0,2,-1,20.269789560447045,39.0,1,0.3268770641204215,0.0,9.703409681318956,7.227662498728655,5.402677381872279,9.078065332666364,6.51025834052315,8.600062669238532,8.55278553499069,1.0539600514581235,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
36,0,1,2,20.0,60.0,0,0.0,0.0,8.76587816571104,8.111928063310739,5.4510384535657,9.472781556562168,6.642486801367256,8.772920092626467,7.662859526435642,0.4008745877737868,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
36,0,1,0,21.0,48.0,0,0.0,0.0,7.270779026548805,8.20303024171486,4.912654885736052,10.389026137075234,5.783825182329737,7.271008538280992,10.541852904791112,0.043255830337572125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
48,0,1,0,21.0,45.0,0,0.0,0.0,8.926057847839736,7.9919305198524775,5.420534999272286,10.165890277802454,4.276666119016055,8.972717499397138,6.804429728045063,0.2541808716594716,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
24,0,2,0,21.0,37.0,0,0.0,0.0,8.687295395071851,8.336630087637147,4.61512051684126,9.249657234353133,4.882801922586371,8.365672383774996,6.131950864017069,0.45096096310591094,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
24,0,1,-1,11.0,35.0,1,0.06802682082746588,0.1544595288789755,9.525021906389263,9.071537969095724,3.4657359027997265,10.165890277802454,8.537583881063972,9.53488460916053,9.050465004012057,0.42318452126813927,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
36,0,1,0,11.0,35.0,0,0.0,0.1625439291852801,9.082197861778766,8.599694412927981,4.564348191467836,9.809231816610408,8.11162807830774,9.082166033252674,6.6355090137849215,0.394277425384145,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
12,0,1,-1,21.0,39.0,0,0.027355169896998772,0.16116166636921608,5.335034949483199,7.745435610274381,4.356708826689592,7.8636512654486515,5.556828061699537,5.814130531825066,8.587775909413873,0.07641922771507574,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
48,0,1,0,6.0,35.0,1,0.0,0.0,10.015414809872956,8.569216219483389,4.290459441148391,10.537441898283253,7.109062135687172,10.03797473824488,10.603643447823881,0.46581047525036745,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
36,0,1,0,15.0,61.0,1,0.0,0.0,9.025574630595203,6.90875477931522,5.1647859739235145,9.634038248345407,0.0,9.025575833531088,0.0,0.43447748276819437,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
48,1,1,0,21.0,50.0,0,0.20827866843844636,0.05526500728894842,10.079757501901648,9.294405747093851,5.3981627015177525,11.170167514576873,10.191744459738752,10.108589325349573,9.945013299364627,0.2897317204873956,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2
24,0,4,-1,10.021149374509964,34.0,0,0.39225760509103924,0.0,9.838918097586777,9.394160804893874,4.5217885770490405,10.165890277802454,6.478509642208569,9.662879887470275,8.864746660905409,0.54295955411918,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
36,0,2,0,21.0,63.0,1,0.181774107648274,0.07172489736137133,9.04731425505708,8.480944058741116,5.68697535633982,9.707837565530841,9.476620038167528,7.587310506022615,9.848151007320514,0.416438677650259,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
48,1,3,0,20.0,58.0,0,0.04173677598008097,0.0,7.374039499796079,9.625425723461337,5.429345628954441,11.264476926102367,8.767640577257792,10.469937080050116,11.0467411993804,0.020217247211814674,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2
36,0,2,0,6.0,55.0,0,0.17423309991055846,0.3499523981779056,8.993413705722974,6.925595197110468,4.584967478670572,9.234056898593499,3.7376696182833684,8.640118538253535,5.621004545784507,0.5800350318072103,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
36,0,1,0,21.0,44.0,0,0.0,0.0,9.105419759546741,7.7226775164680035,5.476463551931511,9.801344078867425,1.6094379124341003,9.11482017011877,10.01928342976704,0.4045213295559269,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
36,0,1,1,21.0,55.0,0,0.0,0.0,8.743445505516133,6.754604099487962,5.3981627015177525,9.332026890232783,0.0,8.770283819098399,4.933274170537827,0.44152313292334155,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
36,0,2,0,19.0,42.0,1,0.003742986278834377,0.0,8.492722204265133,8.835937789319836,4.634728988229636,9.76543165404016,2.772588722239781,8.489616423646003,5.7735158105983375,0.2468835151568719,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
36,0,2,0,8.0,48.0,1,0.5263626959150645,0.0,10.686462868461119,6.621405651764134,4.442651256490317,11.082157933374816,2.0794415416798357,10.261965869419956,3.349904087274605,0.5147415465225799,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
36,0,1,0,15.370068446831409,34.0,0,0.0436139334291285,0.12547956347598743,10.60700428299535,9.749695141856147,4.219507705176107,11.082157933374816,8.03073492409854,10.600776145596623,8.387312270561717,0.4835261612930879,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
36,0,4,1,9.0,53.0,0,0.20647174587652634,0.1747504682976209,10.643344639791426,8.743531633626967,5.4680601411351315,9.042040056544483,6.573680166960646,10.548730426438988,10.626597984362325,1.785065447507543,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
36,0,1,0,21.0,50.0,0,0.0,0.0,8.815375938303877,8.561018670956267,4.927253685157205,9.87822102528824,11.060148599310812,8.81537000096066,12.820807732596545,0.2967188673461297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
36,0,1,0,20.0,58.0,0,0.06705359922583132,0.13795904811959372,9.137552451248002,8.965590066907914,5.313205979041787,8.77971129020447,6.602587892189336,9.249464926660233,11.190780763882316,0.8880147065224182,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2
12,0,1,-1,11.0,38.0,0,0.11341121041236278,0.13930345668958002,8.208175797692723,7.555083626592572,3.5553480614894135,8.962007209588313,7.3031700512368,8.304494897963567,9.606147883933527,0.38559703867069445,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
36,0,2,1,15.0,46.0,1,0.0,0.0,8.89913853221537,8.068343432988563,4.304065093204169,9.477768715400696,8.326032685955079,8.897272113133987,9.39874063842222,0.44509086742430026,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
18,0,2,-2,16.11431274136391,32.0,0,0.11212975258860343,0.0,8.17799323795571,7.151485463904735,4.2626798770413155,8.77971129020447,6.1224928095143865,8.109826276018477,8.039318667789933,0.43683456785422164,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
48,0,3,-2,14.79500862849461,39.0,0,0.1642486043531428,0.19786906361776285,9.327162056794004,7.357556200910353,4.859812404361672,9.586102000710904,4.219507705176107,9.099743950634156,7.460873814554944,0.5720258916311484,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
36,0,1,0,15.0,38.0,1,0.0992537467168349,0.010490890000923521,8.61975880497136,7.759614150696903,4.3694478524670215,9.249657234353133,7.86940171257709,8.653994232908383,8.819887021488457,0.4269656395541669,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
24,0,2,0,21.0,55.0,1,0.013424486997731798,0.0008636269668516302,7.081069726616117,9.221774749601845,5.480638923341991,10.165890277802454,8.977525200965243,0.0,11.131218386524367,0.04468747391916594,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
12,0,1,-1,6.0,43.0,1,0.0,0.0,8.159875183613396,8.293549515060345,5.187385805840755,8.77971129020447,9.056956065076825,8.252185436003328,10.595901130825716,0.4304575131546605,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
