Plazo_Renovado,FLAG_VENTA,Nro_Entidades,Dif_Entidades,Meses_oferta,EDAD,Flag_LimProv,Uso_Linea_LOG,Uso_TrimLinea_LOG,Saldo_Consumo_LOG,SUELDO_ESTIMADO_LOG,ANTIGUEDAD_MES_LOG,Linea_Renovado_LOG,Ahorro_LOG,Prestamo_vigente_LOG,Promed_6Mdeuda_LOG,Deuda_Cubierta_LOG,REGION_CALLAO,REGION_CENTRO,REGION_LIMA BALNEARIO,REGION_LIMA CENTRO,REGION_LIMA ESTE,REGION_LIMA MODERNA,REGION_LIMA NORTE,REGION_LIMA PROVINCIA,REGION_LIMA SUR,REGION_NORTE,REGION_OESTE,REGION_ORIENTE,REGION_SIERRA CENTRAL,REGION_SUR,SEXO_F,SEXO_M,EST_CIVIL_C,EST_CIVIL_D,EST_CIVIL_S,EST_CIVIL_U,EST_CIVIL_V,EST_CIVIL_X,EST_CIVIL_Y,Cluster
36,0,2,0,20.0,56.0,0,0.0,0.0,8.954844068976142,9.356257246876337,5.030437921392435,9.639456900415627,11.344849949733513,9.675896626294639,11.552798208774547,0.40829642946567885,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
36,0,1,-1,17.773175162335498,39.0,0,0.0,0.0,9.008009966623906,7.681099001536359,3.8712010109078907,9.400630098419315,8.803724602110622,9.73014555852275,8.324700079300786,0.5159671832663966,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2
12,0,0,3,11.0,24.0,1,0.0,0.0,9.032307007698005,7.490534985518044,3.1780538303479458,8.268988209506656,5.777652323222656,0.0,5.883322388488279,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
36,0,1,0,6.0,53.0,1,0.12835316725108348,0.003506331813476451,9.653028044421099,7.74836942445488,5.247024072160486,10.802448995888462,11.483815861823663,10.474890738187723,11.306489478365021,0.275209107430895,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
12,0,2,0,21.0,62.0,1,0.10712016656368267,0.20906085398357624,9.551609655775065,9.430840432344976,5.0106352940962555,9.472781556562168,9.639326675125693,10.060961276360318,9.627316748476034,0.7333385762945731,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
21,0,3,0,20.122684655428344,44.0,0,0.27043239859502244,0.1326129710044714,10.050102913020998,8.676757761087575,5.099866427824199,9.549309488795982,6.343880434126331,9.171391621837609,10.01332055156293,0.9745898282217071,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
36,1,2,0,21.0,54.0,1,0.0891649730027848,0.0,9.17002137593098,8.464846711044029,4.718498871295094,9.581628028282761,8.70334075304372,9.54716968769421,10.156571710088663,0.5083591846040704,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
36,0,2,-1,21.0,54.0,0,0.0,0.0066746747150265425,8.477562154091506,7.71389180156438,3.4657359027997265,9.472781556562168,2.1972245773362196,9.1801903950253,1.9459101490553132,0.3145136154109711,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
12,0,2,0,21.0,41.0,1,0.4678964106192163,0.49473648492878197,8.84073215262555,9.43946599496794,4.962844630259907,8.268988209506656,0.0,0.0,11.557670952834346,1.0194067304871346,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
36,0,2,1,21.0,58.0,0,0.004284807088845011,0.0,6.3937078039562,9.698552220870587,4.890349128221754,10.645210588588755,6.670766320845874,0.0,6.3835066348840055,0.014118858180822098,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
36,0,1,0,12.117323327340802,44.0,1,0.05021758639017024,0.19216028210078484,10.385154463014315,7.313886831633462,5.44673737166631,11.418625774449598,3.8066624897703196,12.631624654250519,8.336430418926525,0.30436365788924,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
48,0,3,0,9.924194950514275,38.0,0,0.0,0.0,10.928271547885462,9.272187775302262,4.574710978503383,11.322224902145386,6.97354301952014,10.94365825150499,8.450768447892505,0.5154435447369674,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
48,0,1,0,21.0,33.0,1,0.0,0.0,9.438301102031813,7.930925372483388,4.553876891600541,10.389026137075234,6.983789965258135,10.169728906753061,9.845796643828303,0.3267400319767936,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
36,0,2,0,21.0,61.0,0,0.0,0.0,5.281425498877819,8.864746660905409,5.384495062789089,8.77971129020447,8.17103418920548,6.171700597410915,11.525580056803467,0.029655884907510657,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
60,1,3,0,16.0,47.0,0,0.03432509530174856,0.0389677965571906,9.419634055114916,7.543802867501509,5.484796933490655,11.253390195121284,5.916202062607435,9.871842074700583,8.37516869138682,0.14824843867745519,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2
24,0,2,-2,6.0,32.0,0,0.0,0.0,10.735268430546572,8.712101863715663,4.804021044733257,10.571342565808699,3.6635616461296463,10.706228774723371,8.442038517815478,0.7784667105164841,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
36,0,1,3,21.0,53.0,1,0.0,0.0,9.222862640086152,7.074116816197362,4.477336814478207,9.738082108118487,6.586171654854675,9.917439766154132,6.220921459153842,0.46834287595809854,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
18,0,1,-1,21.0,45.0,0,0.0,0.0,6.76915965619179,7.738052297689316,4.68213122712422,7.8636512654486515,4.90527477843843,7.470224135899966,5.097831835053091,0.28852147005901707,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
36,0,1,-1,11.0,44.0,1,0.08151773080629612,0.13128665552687505,10.058216922033074,7.140286626719063,4.382026634673881,10.402776888483789,9.351058378915063,10.087224773471245,9.107975365298154,0.5356292545838546,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
12,0,6,-3,18.803351287373587,42.0,0,0.22477610345531504,0.20407086398212973,7.992849948249161,6.874840481683495,2.302585092994046,8.268988209506656,0.0,8.535622326884605,8.92616326103093,0.5645441947911485,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
12,0,1,0,3.0,51.0,0,0.2045721657287744,0.21582725235116249,7.937878140842325,8.423102268016642,5.44673737166631,7.8636512654486515,7.9441374911141125,8.453401058328458,9.801980713031893,0.7309630612441707,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
18,0,1,-1,15.119182634175855,61.0,1,0.15329086753116658,0.13368635053174166,7.722642101940961,7.01301578963963,2.833213344056216,8.268988209506656,7.839525581704678,8.427049641563272,10.83105117257607,0.4567619691560211,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
36,0,3,-1,11.0,35.0,1,0.37490142781240987,0.0,9.516133200139747,8.343077871169383,4.6443908991413725,9.917242517768464,8.38320455141292,9.965663910962803,10.313779879851662,0.5125601186596487,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
48,0,4,0,21.0,44.0,1,0.04469321168052099,0.0,9.864256999334433,8.655562860681009,5.159055299214529,10.528570002181944,8.989569004807029,10.41843467126129,7.936004710303924,0.41515996078500766,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
36,0,1,1,19.095981941033095,46.0,1,0.0,0.0,9.533706381710257,7.964155718840937,5.288267030694535,9.858490186605392,0.0,10.241922148185072,9.89491760168496,0.5438748323004379,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
24,0,1,-1,15.0,35.0,0,0.0,0.0,9.530318758398717,8.798152718107191,4.2626798770413155,10.214678610538817,9.095714846134879,10.278459088307951,8.944658945093844,0.4083901593051072,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2
36,0,4,0,20.0,59.0,0,0.2096821518672219,0.0,10.25448732309921,7.937731775260109,5.049856007249537,10.859018228147887,0.0,10.131140919328166,0.0,0.43587856121282387,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2
24,0,2,-1,11.0,36.0,1,0.2884577715194532,0.0,10.080776885570806,7.922677940263891,2.995732273553991,9.568084743872936,7.396948602621014,9.697508347391498,8.375898408020312,0.9820147999731264,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
36,0,1,1,15.0,41.0,0,0.23180046316896344,0.050260788950762324,9.061930846802994,8.18646442942209,5.19295685089021,10.424392211743783,9.196748418456716,9.810439811486056,8.7728168401225,0.22793764127888408,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2
36,0,2,-1,16.0,33.0,1,0.12678418130227997,0.0,7.1545841064253715,7.768533300926033,4.276666119016055,8.448271745949816,9.714322633260165,7.620214770574455,9.538900437620264,0.24224161673946565,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
48,0,2,0,11.0,26.0,0,0.5011630914948375,0.5043845243513296,9.695468423348816,7.666971059511787,3.6109179126442243,9.472781556562168,5.771441123130016,9.633972784039797,9.219927600281935,0.8106857418904714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
24,0,5,-1,20.07266137204927,58.0,0,0.3113038680197528,0.0,9.513335597333551,7.362645270417825,5.313205979041787,9.210440366976517,1.0986122886681096,9.440896383005846,0.9162907318741551,0.8560352919017162,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2
48,0,2,-1,11.711426247691659,35.0,1,0.07488186655030532,0.03601359587471366,9.918313108854688,8.61431990214696,4.532599493153256,10.144235237798695,7.859026979751538,10.371645729982715,8.64450109149819,0.5865481204447097,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
36,0,4,-3,3.0,31.0,0,0.18796974238652034,0.26151313312718416,11.266575592861575,9.831884133676436,4.969813299576001,10.859018228147887,9.06009870864564,10.93857414032436,10.553909887636076,0.9175499387403175,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2
36,0,5,-2,20.0,40.0,0,0.04545986296249338,0.0,10.407732571539375,9.531118671917154,4.634728988229636,9.809231816610408,9.53191649607552,9.849506438669614,9.508306878125927,1.0365347368598994,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2
36,1,1,0,6.0,52.0,1,0.0616593803867277,0.06353802080398764,9.642222134116123,9.19370273082316,5.393627546352361,10.236847809109337,7.823645930834952,10.330942436869211,7.676859910676116,0.4393852596108679,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
36,0,1,0,21.0,65.0,0,0.25897714396874894,0.1491144003321629,9.249169662379728,8.864746660905409,5.4638318050256105,10.10401732897875,10.11896176954543,9.987782744031522,9.159818709593543,0.3543991562973844,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
18,0,4,-1,6.0,39.0,0,0.35676074025812293,0.6642553008761041,8.833726534314566,7.736307096548285,5.262690188904886,8.669914278433902,4.356708826689592,8.263332667439967,5.541916923816958,0.7784162072050631,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
48,0,6,0,20.0,57.0,0,0.07607546394318707,0.04229674653872855,11.471177104005042,10.159214453746358,5.472270673671475,11.418625774449598,11.354293090669742,12.086404709564805,10.836553457706428,0.7197696371200525,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2
36,0,2,0,11.0,32.0,1,0.0663840046847653,0.012834287062714249,9.86723634603057,8.768885326134864,3.713572066704308,10.305647203635566,8.85609105525229,10.444910274279497,7.9849169163281655,0.49776956312293374,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
36,0,1,-1,11.0,55.0,0,0.0,0.0,9.52059622851993,6.621405651764134,3.4339872044851463,10.082512013210788,6.532334292222349,9.538420349034803,9.016108164075435,0.45113740089118903,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2
24,0,2,-1,21.0,60.0,1,0.05796886311497375,0.024100242051631655,10.022059610166123,9.460164801871723,5.247024072160486,10.859018228147887,11.661578201625106,10.484053768176494,11.628737670928084,0.3597799185121984,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
36,0,2,1,2.0,43.0,0,0.08358442836979972,0.0,9.136504362837167,7.23561914106675,5.003946305945459,9.259225769705994,8.651374372882257,8.752265313595721,7.6166937841730356,0.633662003080179,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
48,0,1,0,21.0,49.0,0,0.24871677470247608,0.06319680951174698,9.490788593101081,8.489821994620105,5.3230099791384085,10.604131561522696,8.246695943718557,10.183880624651032,10.276159689783013,0.2840068270034847,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2
36,0,1,0,21.0,45.0,1,0.0,0.0,8.485483718138797,7.672944012407053,4.0943445622221,9.87822102528824,9.75944395695215,9.2259184019395,10.162474324692477,0.2218266846257516,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
36,0,2,0,21.0,56.0,0,0.025465972007458877,0.0,9.108544606152238,9.35331454092729,5.680172609017068,10.261196961231647,11.232391119876766,8.939056445334039,12.510737195921939,0.2744250856326109,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
36,1,4,1,21.0,59.0,1,0.08115685601047944,0.12156786414823866,9.494364512344418,7.937017489515453,5.4116460518550396,9.674388804183245,5.231108616854587,9.786672797944293,10.382693501818444,0.6071747182569674,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
36,0,1,1,15.0,59.0,0,0.17339096416432068,0.0,7.847860188955547,7.806289289267033,5.147494476813453,9.367856809851165,9.6302999262348,0.0,10.222789408622255,0.19773958577231027,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
36,0,1,0,18.0,27.0,0,0.056239675409506064,0.1483285962764706,9.302221041362982,8.137688184977605,4.418840607796598,9.947743643790666,9.262078567380597,9.995291593011165,8.395628012313825,0.4215779299009297,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2
36,0,2,-2,11.0,44.0,0,0.0024090957970209345,0.0,7.905010140044457,7.7972378620964555,3.5263605246161616,9.23815007261545,5.236441962829949,7.899153483343097,7.536630569521942,0.23394579641309038,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
48,0,1,0,18.0,36.0,0,0.0,0.0,9.087087403476769,8.796943893541737,4.564348191467836,9.904537001671699,6.51471269087253,9.813179839504594,10.120519130536739,0.3657036621185637,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2
18,0,1,-1,11.0,36.0,1,0.08865951523119732,0.06981935884425397,8.849422152349021,8.970050661827003,4.663439094112067,9.482731125859004,10.188478507176418,9.542445945729886,9.501441592473618,0.4257878615531925,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
36,0,2,1,21.0,43.0,1,0.01857147758543114,0.0,8.07594959888184,7.410347097821024,5.4680601411351315,8.962007209588313,1.6094379124341003,0.0,3.5600986452906653,0.3451501883291023,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
36,0,2,2,21.0,60.0,1,0.15300196721292644,0.15666797835056814,7.6084687627394665,8.622813673279921,5.43372200355424,9.116139576577355,4.532599493153256,7.7057128238944275,6.201185077414375,0.19994779787100186,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
24,0,4,-2,21.0,43.0,1,0.02507692897527065,0.0,9.193093495963609,8.84043543926657,5.43372200355424,10.165890277802454,8.744647438317532,9.816130661317876,7.45655083361466,0.32063317259146684,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
36,0,2,0,18.0,48.0,0,0.15262923730604605,0.0,9.275776927260358,7.957177323459475,5.327876168789581,9.809231816610408,1.0986122886681096,9.853509182729887,0.9162907318741551,0.46156310805613254,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2
12,0,3,-2,6.0,31.0,0,0.004406278082816278,0.040480496216346425,9.551300380610488,9.12063445889169,4.02535169073515,9.693815353719375,8.934718614016768,10.304241580914173,10.039757898987228,0.624421773301248,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2
36,0,1,0,17.92473969498209,33.0,1,0.0,0.0,8.740958949119898,8.49596955496461,4.04305126783455,9.472781556562168,9.267004219093725,9.441055188786711,8.905625166922954,0.39271145829217996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
60,0,4,-1,17.0,52.0,0,0.0,0.0,8.96462395980958,7.603897968521881,4.875197323201151,10.254355669441074,1.0986122886681096,9.077380244719953,0.9162907318741551,0.24319634339500162,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
12,0,1,0,21.0,63.0,0,0.0,0.0,7.759341075872705,7.682943169878292,5.081404364984463,8.268988209506656,6.431331081933479,8.515391569469609,6.050126458184859,0.4703816827744939,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
27,0,1,0,21.0,58.0,0,0.16544520540119395,0.03345645763102367,9.224549936234867,7.9966538754626075,5.493061443340548,10.165890277802454,0.0,9.981975205584869,9.507403306233716,0.32936201882606786,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
9,0,1,0,14.0,60.0,1,0.01638896423548151,0.0325213997039544,7.878424341621726,9.188912424562563,5.44673737166631,9.220884585851854,9.940156936893139,0.0,13.208079805259125,0.23200735151261226,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
36,0,4,-2,17.581649255810664,40.0,1,0.4246583994701073,0.0,10.528064897116982,8.735846677457582,4.007333185232471,10.045464431431677,6.74993119378857,9.774346508212899,7.207736406773991,0.963292631384361,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
30,0,4,1,5.0,46.0,1,0.07992885503872502,0.3975323938304384,8.674702795165699,8.72086845953505,5.54907608489522,10.062455183631773,8.439663988907,0.0,11.651209504480407,0.22282590086864845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
36,0,4,1,13.535101507486353,61.0,0,0.017332913395251975,0.0,7.50539325993463,6.621405651764134,4.584967478670572,8.581294116822761,4.3694478524670215,7.8713112033234065,4.099884737072855,0.2933156738778787,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
24,0,2,2,20.0,29.0,0,0.10882868336707481,0.09796038999209603,8.511949467093183,7.881559917056899,3.6888794541139363,9.117347505127018,7.404279118037268,9.039907859574642,6.392754283805666,0.4355461040799147,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
6,0,1,-1,7.0,65.0,0,0.0,0.0,7.47000758823869,9.098402718735318,5.6131281063880705,8.77971129020447,9.651108271786734,8.536799721055155,9.412396471232258,0.23884916986907595,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
36,0,2,-1,21.0,37.0,1,0.018181706470390177,0.0,7.9939845468715856,8.027450420859044,3.8712010109078907,9.884865228408033,7.090076835776092,7.980023592310645,7.664972120625705,0.14053990055677,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
36,0,2,-2,6.0,23.0,0,0.1187479033551322,0.1665494958411745,8.974179967832644,6.621405651764134,3.7376696182833684,9.249657234353133,10.954396586135044,9.429556219952413,10.489596885670167,0.5648512020639468,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2
36,0,1,-1,14.9559926721965,53.0,0,0.04600724782831229,0.13489271560378518,9.933091013974611,8.04581581901731,4.867534450455582,10.439103345109338,11.786001385032646,9.939144229744162,12.402322446997845,0.4718038828164275,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2
36,0,1,0,11.0,33.0,1,0.1770588352212068,0.2226170134186675,9.298784305699586,8.885579291282982,4.276666119016055,10.79448098903612,11.931339703364603,10.092743345182981,11.538198396947605,0.20218627366580472,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
36,0,2,0,12.0,27.0,1,0.12044615307586716,0.0,8.41322060103326,7.9017475185201445,4.007333185232471,9.026657889542886,7.822044008185619,9.082166033252674,8.89505868788031,0.43271120574638966,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
48,0,1,0,15.0,43.0,0,0.37026754455799005,0.4589527930586506,10.090173322283876,9.33078652505205,5.1647859739235145,9.942756341456828,9.006386515055114,10.072090437189145,8.416304145155333,0.7695710404029975,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2
48,0,2,3,16.619677567589633,36.0,1,0.014875804529955638,0.029309256544499982,10.346999929170392,9.2179116374725,4.727387818712341,10.537441898283253,9.916847904237965,11.129979878291934,9.413539686240025,0.602450293139713,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
12,0,1,-1,12.0,23.0,0,0.0024921226542067164,0.21176538214271254,6.036629099062356,7.732369222284388,2.8903717578961645,7.576097340623111,6.660575149839686,6.98933526597456,7.80805212096646,0.19399647230302267,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
36,0,1,0,21.0,54.0,0,0.0,0.0,8.362952840902016,7.7070131937156106,5.2832037287379885,9.116139576577355,0.0,9.055906318669118,2.0794415416798357,0.38580986994967204,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
18,0,1,-1,11.0,25.0,1,0.017639768846991758,0.18940446944246864,7.742449763731674,8.039802343736485,2.833213344056216,8.423102268016642,8.462737005620179,8.507748732588238,8.5428934261361,0.4095753162844565,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
36,0,1,0,21.0,48.0,1,0.0,0.0,9.018393843394058,8.475328987317539,4.543294782270004,10.706071927794449,9.789590705856016,9.762787670432992,10.090057018757188,0.16968370111233336,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
36,0,1,-1,16.0,61.0,0,0.10175518543884235,0.026783680010970413,10.700856675825671,7.59890045687141,3.5263605246161616,9.67161854490356,1.0986122886681096,10.79127592393757,9.31297216776193,1.3347510354771308,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2
48,1,2,0,11.0,35.0,1,0.6681026685602388,0.3496859779131657,10.757926284673639,9.752780935111424,4.624972813284271,10.914033362335788,1.0986122886681096,11.044232975804555,11.68350333380701,0.618134799551802,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
36,0,3,0,16.0,39.0,1,7.399726213506717e-05,0.0,10.024624513048876,8.51057131510735,5.247024072160486,10.018555795363802,8.95686647085414,10.024066675494513,9.752887505993412,0.6961875539371103,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
36,0,2,-1,12.916996584649464,44.0,1,0.23589470866362133,0.0,9.44148542571736,7.96077727841595,4.174387269895637,9.735128070758227,8.890823576004383,9.942756341456828,8.621132697798446,0.5570565157904985,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
18,0,2,-1,21.0,37.0,0,0.14956848329569905,0.0,7.131066816185927,8.081784206935001,4.543294782270004,8.268988209506656,7.051855622955894,7.638679823876112,9.997880645126315,0.27786655751053935,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
36,0,1,0,6.0,58.0,1,0.1466882383768773,0.10953802227734753,8.586640892785727,7.496097345175956,4.1588830833596715,9.18512512283512,8.396831834745054,9.287579152316985,8.51348632948491,0.43799489712529543,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
24,0,1,-1,15.0,45.0,0,0.09508474679077705,0.20154647366521455,8.792335468242944,9.597437822726162,3.4657359027997265,9.472781556562168,7.833203948641057,9.54072267395999,7.533426294417168,0.4096914976616419,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2
36,0,2,0,10.0,55.0,1,4.899879953921489e-05,0.0,9.69715379661805,8.117100625323772,4.007333185232471,10.439980923050696,0.0,10.390256111708327,0.0,0.38916701275998045,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
48,0,1,0,10.370887257737884,35.0,0,0.41581140016230866,0.4709612955369546,10.607299165353774,9.294129897705865,3.6109179126442243,10.893623364868153,9.63554274576738,11.109503268695946,10.208579686497504,0.5601950487029337,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
12,0,1,0,6.0,26.0,1,0.3151756367607034,0.3332527739942398,8.425709282093754,8.250620082174692,3.9318256327243257,9.472781556562168,7.247792581767846,8.941545475242885,6.846943139585379,0.3007806601613493,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
36,0,2,0,21.0,62.0,0,0.3313139555350021,0.0,9.942479393346286,8.936166649549195,5.278114659230518,10.389026137075234,8.644706511715198,9.208739090609209,10.975695973585161,0.4945876993602198,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
36,0,1,-1,6.0,58.0,1,0.0,0.0,9.026880167168555,6.621405651764134,3.367295829986474,9.563669725663818,10.331855053861597,9.751675801946746,10.112707958341312,0.4603269609435555,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
24,0,1,0,21.0,28.0,1,0.06549930943264215,0.08426026280965582,8.138339828794049,8.098034756176071,3.8918202981106265,8.962007209588313,7.629975707027789,8.788593431293735,6.97166860472579,0.3637725959084278,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
36,0,4,-1,11.456549002052578,59.0,0,0.20025724636748854,0.4175399133399605,8.718076409748349,7.496097345175956,5.2832037287379885,9.210440366976517,7.465655310134056,8.856945756159021,10.666024748011132,0.47694262364236617,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
